 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-08  5.00000000e-08  5.00000000e-08  1.96783703e-02 
 5.06376142e-08  5.06376142e-08  5.06376142e-08  1.99293140e-02 
 5.19128426e-08  5.19128426e-08  5.19128426e-08  2.04312015e-02 
 5.44632993e-08  5.44632993e-08  5.44632993e-08  2.14349765e-02 
 5.95642128e-08  5.95642128e-08  5.95642128e-08  2.34425263e-02 
 6.97660398e-08  6.97660398e-08  6.97660398e-08  2.74576260e-02 
 9.01696939e-08  9.01696939e-08  9.01696939e-08  3.54878250e-02 
 1.30977002e-07  1.30977002e-07  1.30977002e-07  5.15482213e-02 
 2.12591618e-07  2.12591618e-07  2.12591618e-07  8.36690031e-02 
 3.59692935e-07  3.59692935e-07  3.59692935e-07  1.41563099e-01 
 5.10998769e-07  5.10998769e-07  5.10998769e-07  2.01111827e-01 
 6.79741614e-07  6.79741614e-07  6.79741614e-07  2.67522943e-01 
 8.51996503e-07  8.51996503e-07  8.51996503e-07  3.35315965e-01 
 1.03093439e-06  1.03093439e-06  1.03093439e-06  4.05738751e-01 
 1.21732662e-06  1.21732662e-06  1.21732662e-06  4.79094719e-01 
 1.41308306e-06  1.41308306e-06  1.41308306e-06  5.56135336e-01 
 1.62821962e-06  1.62821962e-06  1.62821962e-06  6.40802094e-01 
 1.87981196e-06  1.87981196e-06  1.87981196e-06  7.39814497e-01 
 2.16594744e-06  2.16594744e-06  2.16594744e-06  8.52418852e-01 
 2.50053690e-06  2.50053690e-06  2.50053690e-06  9.84088041e-01 
 2.88354995e-06  2.88354995e-06  2.88354995e-06  1.13480775e+00 
 3.32840376e-06  3.32840376e-06  3.32840376e-06  1.30985415e+00 
 3.83933437e-06  3.83933437e-06  3.83933437e-06  1.51088857e+00 
 4.43082405e-06  4.43082405e-06  4.43082405e-06  1.74360078e+00 
 5.11165528e-06  5.11165528e-06  5.11165528e-06  2.01143304e+00 
 5.89865423e-06  5.89865423e-06  5.89865423e-06  2.32098450e+00 
 6.80568372e-06  6.80568372e-06  6.80568372e-06  2.67767698e+00 
 7.85343536e-06  7.85343536e-06  7.85343536e-06  3.08960006e+00 
 9.06193861e-06  9.06193861e-06  9.06193861e-06  3.56455534e+00 
 1.04576492e-05  1.04576492e-05  1.04576492e-05  4.11282801e+00 
 1.20684978e-05  1.20684978e-05  1.20684978e-05  4.74521732e+00 
 1.39291981e-05  1.39291981e-05  1.39291981e-05  5.47508537e+00 
 1.60782136e-05  1.60782136e-05  1.60782136e-05  6.31711005e+00 
 1.85620155e-05  1.85620155e-05  1.85620155e-05  7.28886792e+00 
 2.14336561e-05  2.14336561e-05  2.14336561e-05  8.41013909e+00 
 2.47566700e-05  2.47566700e-05  2.47566700e-05  9.70422110e+00 
 2.86053173e-05  2.86053173e-05  2.86053173e-05  1.11976890e+01 
 3.30690639e-05  3.30690639e-05  3.30690639e-05  1.29216092e+01 
 3.80690639e-05  3.80690639e-05  3.80690639e-05  1.48405377e+01 
 4.30690639e-05  4.30690639e-05  4.30690639e-05  1.67448721e+01 
 4.80690639e-05  4.80690639e-05  4.80690639e-05  1.86327473e+01 
 5.30690639e-05  5.30690639e-05  5.30690639e-05  2.05023165e+01 
 5.80690639e-05  5.80690639e-05  5.80690639e-05  2.23517521e+01 
 6.30690639e-05  6.30690639e-05  6.30690639e-05  2.41792481e+01 
 6.80690639e-05  6.80690639e-05  6.80690639e-05  2.59830219e+01 
 7.30690639e-05  7.30690639e-05  7.30690639e-05  2.77613151e+01 
 7.80690639e-05  7.80690639e-05  7.80690639e-05  2.95123964e+01 
 8.30690639e-05  8.30690639e-05  8.30690639e-05  3.12345621e+01 
 8.80690639e-05  8.80690639e-05  8.80690639e-05  3.29261383e+01 
 9.30690639e-05  9.30690639e-05  9.30690639e-05  3.45854824e+01 
 9.80690639e-05  9.80690639e-05  9.80690639e-05  3.62109843e+01 
 1.03069064e-04  1.03069064e-04  1.03069064e-04  3.78010682e+01 
 1.08069064e-04  1.08069064e-04  1.08069064e-04  3.93541941e+01 
 1.13069064e-04  1.13069064e-04  1.13069064e-04  4.08688587e+01 
 1.18069064e-04  1.18069064e-04  1.18069064e-04  4.23435973e+01 
 1.23069064e-04  1.23069064e-04  1.23069064e-04  4.37769850e+01 
 1.28069064e-04  1.28069064e-04  1.28069064e-04  4.51676378e+01 
 1.33069064e-04  1.33069064e-04  1.33069064e-04  4.65142139e+01 
 1.38069064e-04  1.38069064e-04  1.38069064e-04  4.78154151e+01 
 1.43069064e-04  1.43069064e-04  1.43069064e-04  4.90699877e+01 
 1.48069064e-04  1.48069064e-04  1.48069064e-04  5.02767239e+01 
 1.53069064e-04  1.53069064e-04  1.53069064e-04  5.14344624e+01 
 1.58069064e-04  1.58069064e-04  1.58069064e-04  5.25420901e+01 
 1.63069064e-04  1.63069064e-04  1.63069064e-04  5.35985425e+01 
 1.68069064e-04  1.68069064e-04  1.68069064e-04  5.46028048e+01 
 1.73069064e-04  1.73069064e-04  1.73069064e-04  5.55539130e+01 
 1.78069064e-04  1.78069064e-04  1.78069064e-04  5.64509545e+01 
 1.83069064e-04  1.83069064e-04  1.83069064e-04  5.72930690e+01 
 1.88069064e-04  1.88069064e-04  1.88069064e-04  5.80794492e+01 
 1.93069064e-04  1.93069064e-04  1.93069064e-04  5.88093415e+01 
 1.98069064e-04  1.98069064e-04  1.98069064e-04  5.94820467e+01 
 2.03069064e-04  2.03069064e-04  2.03069064e-04  6.00969208e+01 
 2.08069064e-04  2.08069064e-04  2.08069064e-04  6.06534018e+01 
 2.13069064e-04  2.13069064e-04  2.13069064e-04  6.11508980e+01 
 2.18069064e-04  2.18069064e-04  2.18069064e-04  6.15889663e+01 
 2.23069064e-04  2.23069064e-04  2.23069064e-04  6.19671875e+01 
