 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-07  1.00000000e-07  1.00000000e-07  3.76991094e-04  1.00000000e-07  7.87133474e-02  1.00000000e-07  4.38469465e-04  1.00000000e-07 -4.90935639e-02 
 1.00839995e-07  1.00839995e-07  1.00839995e-07  3.80157800e-04  1.00839995e-07  7.93745311e-02  1.00839995e-07  4.42152621e-04  1.00839995e-07 -4.95059446e-02 
 1.02519985e-07  1.02519985e-07  1.02519985e-07  3.86491211e-04  1.02519985e-07  8.06968985e-02  1.02519985e-07  4.49518934e-04  1.02519985e-07 -5.03307059e-02 
 1.05879965e-07  1.05879965e-07  1.05879965e-07  3.99158035e-04  1.05879965e-07  8.33416324e-02  1.05879965e-07  4.64251573e-04  1.05879965e-07 -5.19802281e-02 
 1.12599925e-07  1.12599925e-07  1.12599925e-07  4.24491681e-04  1.12599925e-07  8.86310986e-02  1.12599925e-07  4.93716886e-04  1.12599925e-07 -5.52792715e-02 
 1.26039845e-07  1.26039845e-07  1.26039845e-07  4.75158972e-04  1.26039845e-07  9.92100233e-02  1.26039845e-07  5.52647659e-04  1.26039845e-07 -6.18773534e-02 
 1.52919685e-07  1.52919685e-07  1.52919685e-07  5.76493542e-04  1.52919685e-07  1.20367842e-01  1.52919685e-07  6.70509797e-04  1.52919685e-07 -7.50734984e-02 
 2.06679365e-07  2.06679365e-07  2.06679365e-07  7.79162631e-04  2.06679365e-07  1.62683357e-01  2.06679365e-07  9.06236425e-04  2.06679365e-07 -1.01465711e-01 
 2.81951227e-07  2.81951227e-07  2.81951227e-07  1.06293053e-03  2.81951227e-07  2.21931332e-01  2.81951227e-07  1.23629537e-03  2.81951227e-07 -1.38418710e-01 
 3.62901895e-07  3.62901895e-07  3.62901895e-07  1.36810673e-03  3.62901895e-07  2.85648823e-01  3.62901895e-07  1.59126199e-03  3.62901895e-07 -1.78159349e-01 
 4.50669127e-07  4.50669127e-07  4.50669127e-07  1.69898031e-03  4.50669127e-07  3.54731264e-01  4.50669127e-07  1.97612685e-03  4.50669127e-07 -2.21246111e-01 
 5.41454567e-07  5.41454567e-07  5.41454567e-07  2.04123169e-03  5.41454567e-07  4.26188829e-01  5.41454567e-07  2.37423513e-03  5.41454567e-07 -2.65814238e-01 
 6.36500914e-07  6.36500914e-07  6.36500914e-07  2.39954552e-03  6.36500914e-07  5.00999561e-01  6.36500914e-07  2.79103717e-03  6.36500914e-07 -3.12473739e-01 
 7.36357726e-07  7.36357726e-07  7.36357726e-07  2.77599332e-03  7.36357726e-07  5.79595897e-01  7.36357726e-07  3.22894404e-03  7.36357726e-07 -3.61494322e-01 
 8.49867844e-07  8.49867844e-07  8.49867844e-07  3.20391106e-03  8.49867844e-07  6.68937708e-01  8.49867844e-07  3.72673736e-03  8.49867844e-07 -4.17216866e-01 
 9.79918372e-07  9.79918372e-07  9.79918372e-07  3.69418189e-03  9.79918372e-07  7.71296938e-01  9.79918372e-07  4.29708316e-03  9.79918372e-07 -4.81058381e-01 
 1.13043454e-06  1.13043454e-06  1.13043454e-06  4.26160200e-03  1.13043454e-06  8.89762369e-01  1.13043454e-06  4.95720240e-03  1.13043454e-06 -5.54945345e-01 
 1.30410304e-06  1.30410304e-06  1.30410304e-06  4.91629761e-03  1.30410304e-06  1.02644763e+00  1.30410304e-06  5.71888665e-03  1.30410304e-06 -6.40196027e-01 
 1.50476095e-06  1.50476095e-06  1.50476095e-06  5.67273063e-03  1.50476095e-06  1.18437134e+00  1.50476095e-06  6.59897579e-03  1.50476095e-06 -7.38693145e-01 
 1.73617466e-06  1.73617466e-06  1.73617466e-06  6.54509444e-03  1.73617466e-06  1.36649581e+00  1.73617466e-06  7.61400291e-03  1.73617466e-06 -8.52284287e-01 
 2.00328386e-06  2.00328386e-06  2.00328386e-06  7.55200280e-03  2.00328386e-06  1.57670583e+00  2.00328386e-06  8.78565170e-03  2.00328386e-06 -9.83392410e-01 
 2.31136277e-06  2.31136277e-06  2.31136277e-06  8.71332608e-03  2.31136277e-06  1.81914809e+00  2.31136277e-06  1.01370779e-02  2.31136277e-06 -1.13460380e+00 
