 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-07  1.00000000e-07  1.00000000e-07  5.96902565e-04  1.00000000e-07  1.24628983e-01  1.00000000e-07  6.94247110e-04  1.00000000e-07 -7.77311748e-02 
 1.00839989e-07  1.00839989e-07  1.00839989e-07  6.01916479e-04  1.00839989e-07  1.25675842e-01  1.00839989e-07  7.00078795e-04  1.00839989e-07 -7.83841010e-02 
 1.02519967e-07  1.02519967e-07  1.02519967e-07  6.11944308e-04  1.02519967e-07  1.27769558e-01  1.02519967e-07  7.11742171e-04  1.02519967e-07 -7.96899532e-02 
 1.05879922e-07  1.05879922e-07  1.05879922e-07  6.31999966e-04  1.05879922e-07  1.31956989e-01  1.05879922e-07  7.35068943e-04  1.05879922e-07 -8.23016567e-02 
 1.12599833e-07  1.12599833e-07  1.12599833e-07  6.72111281e-04  1.12599833e-07  1.40331846e-01  1.12599833e-07  7.81722571e-04  1.12599833e-07 -8.75250597e-02 
 1.26039655e-07  1.26039655e-07  1.26039655e-07  7.52333907e-04  1.26039655e-07  1.57081533e-01  1.26039655e-07  8.75030165e-04  1.26039655e-07 -9.79718501e-02 
 1.52919300e-07  1.52919300e-07  1.52919300e-07  9.12779142e-04  1.52919300e-07  1.90580807e-01  1.52919300e-07  1.06164670e-03  1.52919300e-07 -1.18865368e-01 
 2.00853197e-07  2.00853197e-07  2.00853197e-07  1.19889765e-03  2.00853197e-07  2.50319013e-01  2.00853197e-07  1.39444044e-03  2.00853197e-07 -1.56124125e-01 
 2.51057017e-07  2.51057017e-07  2.51057017e-07  1.49856525e-03  2.51057017e-07  3.12885672e-01  2.51057017e-07  1.74299978e-03  2.51057017e-07 -1.95146989e-01 
 3.07550098e-07  3.07550098e-07  3.07550098e-07  1.83577340e-03  3.07550098e-07  3.83289763e-01  3.07550098e-07  2.13523213e-03  3.07550098e-07 -2.39058065e-01 
 3.66051266e-07  3.66051266e-07  3.66051266e-07  2.18496762e-03  3.66051266e-07  4.56195765e-01  3.66051266e-07  2.54141486e-03  3.66051266e-07 -2.84529583e-01 
 4.27539080e-07  4.27539080e-07  4.27539080e-07  2.55198883e-03  4.27539080e-07  5.32823090e-01  4.27539080e-07  2.96834326e-03  4.27539080e-07 -3.32322094e-01 
 4.92522213e-07  4.92522213e-07  4.92522213e-07  2.93987322e-03  4.92522213e-07  6.13805528e-01  4.92522213e-07  3.41955060e-03  4.92522213e-07 -3.82830891e-01 
 5.69830231e-07  5.69830231e-07  5.69830231e-07  3.40132422e-03  5.69830231e-07  7.10146203e-01  5.69830231e-07  3.95634831e-03  5.69830231e-07 -4.42918631e-01 
 6.56050378e-07  6.56050378e-07  6.56050378e-07  3.91597070e-03  6.56050378e-07  8.17591646e-01  6.56050378e-07  4.55504516e-03  6.56050378e-07 -5.09932420e-01 
 7.58141286e-07  7.58141286e-07  7.58141286e-07  4.52534797e-03  7.58141286e-07  9.44812807e-01  7.58141286e-07  5.26396814e-03  7.58141286e-07 -5.89280338e-01 
 8.73860098e-07  8.73860098e-07  8.73860098e-07  5.21606748e-03  8.73860098e-07  1.08901373e+00  8.73860098e-07  6.06755293e-03  8.73860098e-07 -6.79218541e-01 
 1.00918596e-06  1.00918596e-06  1.00918596e-06  6.02381690e-03  1.00918596e-06  1.25764383e+00  1.00918596e-06  7.00733345e-03  1.00918596e-06 -7.84393245e-01 
 1.16379911e-06  1.16379911e-06  1.16379911e-06  6.94668529e-03  1.16379911e-06  1.45030278e+00  1.16379911e-06  8.08110627e-03  1.16379911e-06 -9.04554747e-01 
 1.34342571e-06  1.34342571e-06  1.34342571e-06  8.01884785e-03  1.34342571e-06  1.67412314e+00  1.34342571e-06  9.32866107e-03  1.34342571e-06 -1.04415165e+00 
 1.54959977e-06  1.54959977e-06  1.54959977e-06  9.24945526e-03  1.54959977e-06  1.93101268e+00  1.54959977e-06  1.07606806e-02  1.54959977e-06 -1.20437382e+00 
 1.78834815e-06  1.78834815e-06  1.78834815e-06  1.06744721e-02  1.78834815e-06  2.22847571e+00  1.78834815e-06  1.24190622e-02  1.78834815e-06 -1.38990169e+00 
 2.06306975e-06  2.06306975e-06  2.06306975e-06  1.23141722e-02  2.06306975e-06  2.57073982e+00  2.06306975e-06  1.43274622e-02  2.06306975e-06 -1.60337203e+00 
 2.38066001e-06  2.38066001e-06  2.38066001e-06  1.42096917e-02  2.38066001e-06  2.96638575e+00  2.38066001e-06  1.65338403e-02  2.38066001e-06 -1.85013665e+00 
 2.74659059e-06  2.74659059e-06  2.74659059e-06  1.63936570e-02  2.74659059e-06  3.42221564e+00  2.74659059e-06  1.90762837e-02  2.74659059e-06 -2.13443803e+00 
 3.16925596e-06  3.16925596e-06  3.16925596e-06  1.89161212e-02  3.16925596e-06  3.94866599e+00  3.16925596e-06  2.20132078e-02  3.16925596e-06 -2.46278545e+00 
 3.65660913e-06  3.65660913e-06  3.65660913e-06  2.18244749e-02  3.65660913e-06  4.55561358e+00  3.65660913e-06  2.53999856e-02  3.65660913e-06 -2.84133904e+00 
 4.21928704e-06  4.21928704e-06  4.21928704e-06  2.51820843e-02  4.21928704e-06  5.25626385e+00  4.21928704e-06  2.93106666e-02  4.21928704e-06 -3.27833504e+00 
 4.86836000e-06  4.86836000e-06  4.86836000e-06  2.90548362e-02  4.86836000e-06  6.06434114e+00  4.86836000e-06  3.38223376e-02  4.86836000e-06 -3.78233336e+00 
 5.61763471e-06  5.61763471e-06  5.61763471e-06  3.35248457e-02  5.61763471e-06  6.99694657e+00  5.61763471e-06  3.90311222e-02  5.61763471e-06 -4.36399995e+00 
 6.48221915e-06  6.48221915e-06  6.48221915e-06  3.86818383e-02  6.48221915e-06  8.07275646e+00  6.48221915e-06  4.50421902e-02  6.48221915e-06 -5.03498325e+00 
 7.48029566e-06  7.48029566e-06  7.48029566e-06  4.46336427e-02  7.48029566e-06  9.31420699e+00  7.48029566e-06  5.19820475e-02  7.48029566e-06 -5.80927672e+00 
 8.63230986e-06  8.63230986e-06  8.63230986e-06  5.15012226e-02  8.63230986e-06  1.07464518e+01  8.63230986e-06  5.99928310e-02  8.63230986e-06 -6.70256870e+00 
 9.96243995e-06  9.96243995e-06  9.96243995e-06  5.94272374e-02  9.96243995e-06  1.23991396e+01  9.96243995e-06  6.92424031e-02  9.96243995e-06 -7.73335110e+00 
 1.14983049e-05  1.14983049e-05  1.14983049e-05  6.85739916e-02  1.14983049e-05  1.43059758e+01  1.14983049e-05  7.99221123e-02  1.14983049e-05 -8.92264605e+00 
 1.32723273e-05  1.32723273e-05  1.32723273e-05  7.91310760e-02  1.32723273e-05  1.65063019e+01  1.32723273e-05  9.22559126e-02  1.32723273e-05 -1.02949908e+01 
 1.53219420e-05  1.53219420e-05  1.53219420e-05  9.13158650e-02  1.53219420e-05  1.90451797e+01  1.53219420e-05  1.06501216e-01  1.53219420e-05 -1.18784905e+01 
 1.76910670e-05  1.76910670e-05  1.76910670e-05  1.05381117e-01  1.76910670e-05  2.19749512e+01  1.76910670e-05  1.22958137e-01  1.76910670e-05 -1.37057908e+01 
 2.04309115e-05  2.04309115e-05  2.04309115e-05  1.21617972e-01  2.04309115e-05  2.53558294e+01  2.04309115e-05  1.41973485e-01  2.04309115e-05 -1.58144466e+01 
 2.36018725e-05  2.36018725e-05  2.36018725e-05  1.40364401e-01  2.36018725e-05  2.92576137e+01  2.36018725e-05  1.63951306e-01  2.36018725e-05 -1.82479919e+01 
 2.72752674e-05  2.72752674e-05  2.72752674e-05  1.62011023e-01  2.72752674e-05  3.37608442e+01  2.72752674e-05  1.89360591e-01  2.72752674e-05 -2.10566596e+01 
 3.15362833e-05  3.15362833e-05  3.15362833e-05  1.87011503e-01  3.15362833e-05  3.89588882e+01  3.15362833e-05  2.18748662e-01  3.15362833e-05 -2.42986829e+01 
 3.64875218e-05  3.64875218e-05  3.64875218e-05  2.15892122e-01  3.64875218e-05  4.49598314e+01  3.64875218e-05  2.52754055e-01  3.64875218e-05 -2.80414749e+01 
 4.22545583e-05  4.22545583e-05  4.22545583e-05  2.49265977e-01  4.22545583e-05  5.18893006e+01  4.22545583e-05  2.92125469e-01  4.22545583e-05 -3.23633892e+01 
 4.89938962e-05  4.89938962e-05  4.89938962e-05  2.87848785e-01  4.89938962e-05  5.98935827e+01  4.89938962e-05  3.37743518e-01  4.89938962e-05 -3.73556649e+01 
 5.69059160e-05  5.69059160e-05  5.69059160e-05  3.32481589e-01  5.69059160e-05  6.91441361e+01  5.69059160e-05  3.90651975e-01  5.69059160e-05 -4.31252409e+01 
 6.62564352e-05  6.62564352e-05  6.62564352e-05  3.84161547e-01  6.62564352e-05  7.98437421e+01  6.62564352e-05  4.52100676e-01  6.62564352e-05 -4.97985918e+01 
 7.62564352e-05  7.62564352e-05  7.62564352e-05  4.37959743e-01  7.62564352e-05  9.09692812e+01  7.62564352e-05  5.16284509e-01  7.62564352e-05 -5.67375975e+01 
 8.62564352e-05  8.62564352e-05  8.62564352e-05  4.90029511e-01  8.62564352e-05  1.01725844e+02  8.62564352e-05  5.78621703e-01  8.62564352e-05 -6.34464725e+01 
 9.62564352e-05  9.62564352e-05  9.62564352e-05  5.40165357e-01  9.62564352e-05  1.12073066e+02  9.62564352e-05  6.38850033e-01  9.62564352e-05 -6.99000412e+01 
 1.06256435e-04  1.06256435e-04  1.06256435e-04  5.88169417e-01  1.06256435e-04  1.21972350e+02  1.06256435e-04  6.96714347e-01  1.06256435e-04 -7.60742309e+01 
 1.16256435e-04  1.16256435e-04  1.16256435e-04  6.33852241e-01  1.16256435e-04  1.31386987e+02  1.16256435e-04  7.51967852e-01  1.16256435e-04 -8.19461458e+01 
 1.26256435e-04  1.26256435e-04  1.26256435e-04  6.77033540e-01  1.26256435e-04  1.40282261e+02  1.26256435e-04  8.04373388e-01  1.26256435e-04 -8.74941337e+01 
 1.36256435e-04  1.36256435e-04  1.36256435e-04  7.17542896e-01  1.36256435e-04  1.48625549e+02  1.36256435e-04  8.53704663e-01  1.36256435e-04 -9.26978478e+01 
 1.46256435e-04  1.46256435e-04  1.46256435e-04  7.55220439e-01  1.46256435e-04  1.56386411e+02  1.46256435e-04  8.99747462e-01  1.46256435e-04 -9.75383020e+01 
