vref_pk,vout_rms,p_out_w,thd_percent
0.2,29.43930203381252,540.8537,0.061060213498078504
0.3,44.0924488633028,1213.408,0.09173009702809493
0.4,58.70115720883813,2150.8,0.12255376504272811
0.5,73.26535318055627,3350.215,0.1535302355992551
0.6,87.78496416412914,4809.666,0.18465865865376582
0.7,102.25992081902119,6526.882,0.2159378976816059
0.8,116.69014949681912,8497.569,0.2473697442328345
0.9,127.51208152942571,10147.54,3.5385237070398396
1.0,133.64479402248097,11145.88,7.861601733726893
