 6.39461585e-04  6.39461585e-04  6.39461585e-04 -1.28883125e+02  6.39461585e-04 -9.72360627e-01  6.39461585e-04  5.08749179e+02 
 6.49461585e-04  6.49461585e-04  6.49461585e-04 -1.29726619e+02  6.49461585e-04 -9.80000000e-01  6.49461585e-04  5.12078758e+02 
 6.59461585e-04  6.59461585e-04  6.59461585e-04 -1.29726619e+02  6.59461585e-04 -9.80000000e-01  6.59461585e-04  5.12078758e+02 
 6.69461585e-04  6.69461585e-04  6.69461585e-04 -1.29726619e+02  6.69461585e-04 -9.80000000e-01  6.69461585e-04  5.12078758e+02 
 6.79461585e-04  6.79461585e-04  6.79461585e-04 -1.29726619e+02  6.79461585e-04 -9.80000000e-01  6.79461585e-04  5.12078758e+02 
 6.89461585e-04  6.89461585e-04  6.89461585e-04 -1.29726619e+02  6.89461585e-04 -9.80000000e-01  6.89461585e-04  5.12078758e+02 
 6.99461585e-04  6.99461585e-04  6.99461585e-04 -1.29726619e+02  6.99461585e-04 -9.80000000e-01  6.99461585e-04  5.12078758e+02 
 7.09461585e-04  7.09461585e-04  7.09461585e-04 -1.29726619e+02  7.09461585e-04 -9.80000000e-01  7.09461585e-04  5.12078758e+02 
 7.19461585e-04  7.19461585e-04  7.19461585e-04 -1.29726619e+02  7.19461585e-04 -9.80000000e-01  7.19461585e-04  5.12078758e+02 
 7.29461585e-04  7.29461585e-04  7.29461585e-04 -1.29726619e+02  7.29461585e-04 -9.80000000e-01  7.29461585e-04  5.12078758e+02 
 7.39461585e-04  7.39461585e-04  7.39461585e-04 -1.29726619e+02  7.39461585e-04 -9.80000000e-01  7.39461585e-04  5.12078758e+02 
 7.49461585e-04  7.49461585e-04  7.49461585e-04 -1.29726619e+02  7.49461585e-04 -9.80000000e-01  7.49461585e-04  5.12078758e+02 
 7.59461585e-04  7.59461585e-04  7.59461585e-04 -1.29726619e+02  7.59461585e-04 -9.80000000e-01  7.59461585e-04  5.12078758e+02 
 7.69461585e-04  7.69461585e-04  7.69461585e-04 -1.29726619e+02  7.69461585e-04 -9.80000000e-01  7.69461585e-04  5.12078758e+02 
 7.79461585e-04  7.79461585e-04  7.79461585e-04 -1.29726619e+02  7.79461585e-04 -9.80000000e-01  7.79461585e-04  5.12078758e+02 
 7.89461585e-04  7.89461585e-04  7.89461585e-04 -1.29726619e+02  7.89461585e-04 -9.80000000e-01  7.89461585e-04  5.12078758e+02 
 7.99461585e-04  7.99461585e-04  7.99461585e-04 -1.29726619e+02  7.99461585e-04 -9.80000000e-01  7.99461585e-04  5.12078758e+02 
 8.09461585e-04  8.09461585e-04  8.09461585e-04 -1.29726619e+02  8.09461585e-04 -9.80000000e-01  8.09461585e-04  5.12078758e+02 
 8.19461585e-04  8.19461585e-04  8.19461585e-04 -1.29726619e+02  8.19461585e-04 -9.80000000e-01  8.19461585e-04  5.12078758e+02 
 8.29461585e-04  8.29461585e-04  8.29461585e-04 -1.29726619e+02  8.29461585e-04 -9.80000000e-01  8.29461585e-04  5.12078758e+02 
 8.39461585e-04  8.39461585e-04  8.39461585e-04 -1.29726619e+02  8.39461585e-04 -9.80000000e-01  8.39461585e-04  5.12078758e+02 
 8.49461585e-04  8.49461585e-04  8.49461585e-04 -1.29726619e+02  8.49461585e-04 -9.80000000e-01  8.49461585e-04  5.12078758e+02 
 8.59461585e-04  8.59461585e-04  8.59461585e-04 -1.29726619e+02  8.59461585e-04 -9.80000000e-01  8.59461585e-04  5.12078758e+02 
 8.69461585e-04  8.69461585e-04  8.69461585e-04 -1.26134046e+02  8.69461585e-04 -9.47600071e-01  8.69461585e-04  4.97897549e+02 
 8.79461585e-04  8.79461585e-04  8.79461585e-04 -1.19177677e+02  8.79461585e-04 -8.85869702e-01  8.79461585e-04  4.70438200e+02 
 8.89461585e-04  8.89461585e-04  8.89461585e-04 -1.11697075e+02  8.89461585e-04 -8.20928031e-01  8.89461585e-04  4.40909508e+02 
 8.99461585e-04  8.99461585e-04  8.99461585e-04 -1.03706619e+02  8.99461585e-04 -7.53154356e-01  8.99461585e-04  4.09368235e+02 
 9.09461585e-04  9.09461585e-04  9.09461585e-04 -9.52228693e+01  9.09461585e-04 -6.82935687e-01  9.09461585e-04  3.75879747e+02 
 9.19461585e-04  9.19461585e-04  9.19461585e-04 -8.62648462e+01  9.19461585e-04 -6.10664051e-01  9.19461585e-04  3.40519130e+02 
 9.29461585e-04  9.29461585e-04  9.29461585e-04 -7.68542399e+01  9.29461585e-04 -5.36733248e-01  9.29461585e-04  3.03371999e+02 
 9.39461585e-04  9.39461585e-04  9.39461585e-04 -6.70155737e+01  9.39461585e-04 -4.61535492e-01  9.39461585e-04  2.64535159e+02 
 9.49461585e-04  9.49461585e-04  9.49461585e-04 -5.67763351e+01  9.49461585e-04 -3.85458123e-01  9.49461585e-04  2.24117112e+02 
 9.59461585e-04  9.59461585e-04  9.59461585e-04 -4.61670697e+01  9.59461585e-04 -3.08880495e-01  9.59461585e-04  1.82238433e+02 
 9.69461585e-04  9.69461585e-04  9.69461585e-04 -3.52214367e+01  9.69461585e-04 -2.32171085e-01  9.69461585e-04  1.39031987e+02 
 9.79461585e-04  9.79461585e-04  9.79461585e-04 -2.39762201e+01  9.79461585e-04 -1.55684888e-01  9.79461585e-04  9.46429741e+01 
 9.89461585e-04  9.89461585e-04  9.89461585e-04 -1.24712932e+01  9.89461585e-04 -7.97611373e-02  9.89461585e-04  4.92287890e+01 
 9.99461585e-04  9.99461585e-04  9.99461585e-04 -7.49538695e-01  9.99461585e-04 -4.72133180e-03  9.99461585e-04  2.95870538e+00 
 1.00946158e-03  1.00946158e-03  1.00946158e-03  1.10028438e+01  1.00946158e-03  7.02345751e-02  1.00946158e-03 -4.34322783e+01 
 1.01946158e-03  1.01946158e-03  1.01946158e-03  2.25603361e+01  1.01946158e-03  1.46216163e-01  1.01946158e-03 -8.90539583e+01 
 1.02946158e-03  1.02946158e-03  1.02946158e-03  3.38785542e+01  1.02946158e-03  2.22915522e-01  1.02946158e-03 -1.33731135e+02 
 1.03946158e-03  1.03946158e-03  1.03946158e-03  4.49166869e+01  1.03946158e-03  3.00001473e-01  1.03946158e-03 -1.77302712e+02 
 1.04946158e-03  1.04946158e-03  1.04946158e-03  5.56369625e+01  1.04946158e-03  3.77126165e-01  1.04946158e-03 -2.19619589e+02 
 1.05946158e-03  1.05946158e-03  1.05946158e-03  6.60046938e+01  1.05946158e-03  4.53927177e-01  1.05946158e-03 -2.60544844e+02 
 1.06946158e-03  1.06946158e-03  1.06946158e-03  7.59882837e+01  1.06946158e-03  5.30029952e-01  1.06946158e-03 -2.99953752e+02 
 1.07946158e-03  1.07946158e-03  1.07946158e-03  8.55591876e+01  1.07946158e-03  6.05050521e-01  1.07946158e-03 -3.37733635e+02 
 1.08946158e-03  1.08946158e-03  1.08946158e-03  9.46918351e+01  1.08946158e-03  6.78598489e-01  1.08946158e-03 -3.73783560e+02 
 1.09946158e-03  1.09946158e-03  1.09946158e-03  1.03363518e+02  1.09946158e-03  7.50280241e-01  1.09946158e-03 -4.08013885e+02 
 1.10946158e-03  1.10946158e-03  1.10946158e-03  1.11554246e+02  1.10946158e-03  8.19702293e-01  1.10946158e-03 -4.40345706e+02 
 1.11946158e-03  1.11946158e-03  1.11946158e-03  1.19246583e+02  1.11946158e-03  8.86474767e-01  1.11946158e-03 -4.70710195e+02 
 1.12946158e-03  1.12946158e-03  1.12946158e-03  1.26425461e+02  1.12946158e-03  9.50214903e-01  1.12946158e-03 -4.99047871e+02 
 1.13946158e-03  1.13946158e-03  1.13946158e-03  1.29726619e+02  1.13946158e-03  9.80000000e-01  1.13946158e-03 -5.12078758e+02 
 1.14946158e-03  1.14946158e-03  1.14946158e-03  1.29726619e+02  1.14946158e-03  9.80000000e-01  1.14946158e-03 -5.12078758e+02 
 1.15946158e-03  1.15946158e-03  1.15946158e-03  1.29726619e+02  1.15946158e-03  9.80000000e-01  1.15946158e-03 -5.12078758e+02 
 1.16946158e-03  1.16946158e-03  1.16946158e-03  1.29726619e+02  1.16946158e-03  9.80000000e-01  1.16946158e-03 -5.12078758e+02 
 1.17946158e-03  1.17946158e-03  1.17946158e-03  1.29726619e+02  1.17946158e-03  9.80000000e-01  1.17946158e-03 -5.12078758e+02 
 1.18946158e-03  1.18946158e-03  1.18946158e-03  1.29726619e+02  1.18946158e-03  9.80000000e-01  1.18946158e-03 -5.12078758e+02 
 1.19946158e-03  1.19946158e-03  1.19946158e-03  1.29726619e+02  1.19946158e-03  9.80000000e-01  1.19946158e-03 -5.12078758e+02 
 1.20946158e-03  1.20946158e-03  1.20946158e-03  1.29726619e+02  1.20946158e-03  9.80000000e-01  1.20946158e-03 -5.12078758e+02 
 1.21946158e-03  1.21946158e-03  1.21946158e-03  1.29726619e+02  1.21946158e-03  9.80000000e-01  1.21946158e-03 -5.12078758e+02 
 1.22946158e-03  1.22946158e-03  1.22946158e-03  1.29726619e+02  1.22946158e-03  9.80000000e-01  1.22946158e-03 -5.12078758e+02 
 1.23946158e-03  1.23946158e-03  1.23946158e-03  1.29726619e+02  1.23946158e-03  9.80000000e-01  1.23946158e-03 -5.12078758e+02 
 1.24946158e-03  1.24946158e-03  1.24946158e-03  1.29726619e+02  1.24946158e-03  9.80000000e-01  1.24946158e-03 -5.12078758e+02 
 1.25946158e-03  1.25946158e-03  1.25946158e-03  1.29726619e+02  1.25946158e-03  9.80000000e-01  1.25946158e-03 -5.12078758e+02 
 1.26946158e-03  1.26946158e-03  1.26946158e-03  1.29726619e+02  1.26946158e-03  9.80000000e-01  1.26946158e-03 -5.12078758e+02 
 1.27946158e-03  1.27946158e-03  1.27946158e-03  1.29726619e+02  1.27946158e-03  9.80000000e-01  1.27946158e-03 -5.12078758e+02 
 1.28946158e-03  1.28946158e-03  1.28946158e-03  1.29726619e+02  1.28946158e-03  9.80000000e-01  1.28946158e-03 -5.12078758e+02 
 1.29946158e-03  1.29946158e-03  1.29946158e-03  1.29726619e+02  1.29946158e-03  9.80000000e-01  1.29946158e-03 -5.12078758e+02 
 1.30946158e-03  1.30946158e-03  1.30946158e-03  1.29726619e+02  1.30946158e-03  9.80000000e-01  1.30946158e-03 -5.12078758e+02 
 1.31946158e-03  1.31946158e-03  1.31946158e-03  1.29726619e+02  1.31946158e-03  9.80000000e-01  1.31946158e-03 -5.12078758e+02 
 1.32946158e-03  1.32946158e-03  1.32946158e-03  1.29726619e+02  1.32946158e-03  9.80000000e-01  1.32946158e-03 -5.12078758e+02 
 1.33946158e-03  1.33946158e-03  1.33946158e-03  1.29726619e+02  1.33946158e-03  9.80000000e-01  1.33946158e-03 -5.12078758e+02 
 1.34946158e-03  1.34946158e-03  1.34946158e-03  1.29726619e+02  1.34946158e-03  9.80000000e-01  1.34946158e-03 -5.12078758e+02 
 1.35946158e-03  1.35946158e-03  1.35946158e-03  1.29726619e+02  1.35946158e-03  9.80000000e-01  1.35946158e-03 -5.12078758e+02 
 1.36946158e-03  1.36946158e-03  1.36946158e-03  1.29726619e+02  1.36946158e-03  9.80000000e-01  1.36946158e-03 -5.12078758e+02 
 1.37946158e-03  1.37946158e-03  1.37946158e-03  1.23435997e+02  1.37946158e-03  9.23501741e-01  1.37946158e-03 -4.87247357e+02 
 1.38946158e-03  1.38946158e-03  1.38946158e-03  1.16003346e+02  1.38946158e-03  8.58132685e-01  1.38946158e-03 -4.57907945e+02 
 1.39946158e-03  1.39946158e-03  1.39946158e-03  1.08063535e+02  1.39946158e-03  7.89908206e-01  1.39946158e-03 -4.26566586e+02 
 1.40946158e-03  1.40946158e-03  1.40946158e-03  9.96329551e+01  1.40946158e-03  7.19217723e-01  1.40946158e-03 -3.93287981e+02 
 1.41946158e-03  1.41946158e-03  1.41946158e-03  9.07303981e+01  1.41946158e-03  6.46455402e-01  1.41946158e-03 -3.58146308e+02 
