 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-07  1.00000000e-07  1.00000000e-07  1.00000000e+02  1.00000000e-07  1.28926861e-01  1.00000000e-07  6.60551204e-04  1.00000000e-07 -7.95844824e-02 
 1.00840006e-07  1.00840006e-07  1.00840006e-07  1.00000000e+02  1.00840006e-07  1.30009854e-01  1.00840006e-07  6.66099871e-04  1.00840006e-07 -8.02529965e-02 
 1.02520017e-07  1.02520017e-07  1.02520017e-07  1.00000000e+02  1.02520017e-07  1.32175840e-01  1.02520017e-07  6.77197206e-04  1.02520017e-07 -8.15900248e-02 
 1.05880040e-07  1.05880040e-07  1.05880040e-07  1.00000000e+02  1.05880040e-07  1.36507812e-01  1.05880040e-07  6.99391878e-04  1.05880040e-07 -8.42640817e-02 
 1.12600085e-07  1.12600085e-07  1.12600085e-07  1.00000000e+02  1.12600085e-07  1.45171760e-01  1.12600085e-07  7.43781237e-04  1.12600085e-07 -8.96121973e-02 
 1.26040176e-07  1.26040176e-07  1.26040176e-07  1.00000000e+02  1.26040176e-07  1.62499664e-01  1.26040176e-07  8.32560008e-04  1.26040176e-07 -1.00308435e-01 
 1.52920357e-07  1.52920357e-07  1.52920357e-07  1.00000000e+02  1.52920357e-07  1.97155514e-01  1.52920357e-07  1.01011776e-03  1.52920357e-07 -1.21700935e-01 
 1.99611536e-07  1.99611536e-07  1.99611536e-07  1.00000000e+02  1.99611536e-07  2.57353244e-01  1.99611536e-07  1.31853823e-03  1.99611536e-07 -1.58860027e-01 
 2.48706451e-07  2.48706451e-07  2.48706451e-07  1.00000000e+02  2.48706451e-07  3.20650218e-01  2.48706451e-07  1.64283754e-03  2.48706451e-07 -1.97932233e-01 
 3.03790361e-07  3.03790361e-07  3.03790361e-07  1.00000000e+02  3.03790361e-07  3.91668866e-01  3.03790361e-07  2.00669851e-03  3.03790361e-07 -2.41770905e-01 
 3.60879632e-07  3.60879632e-07  3.60879632e-07  1.00000000e+02  3.60879632e-07  4.65273202e-01  3.60879632e-07  2.38380715e-03  3.60879632e-07 -2.87205681e-01 
 4.20909898e-07  4.20909898e-07  4.20909898e-07  1.00000000e+02  4.20909898e-07  5.42669541e-01  4.20909898e-07  2.78034395e-03  4.20909898e-07 -3.34981198e-01 
 4.85160528e-07  4.85160528e-07  4.85160528e-07  1.00000000e+02  4.85160528e-07  6.25507389e-01  4.85160528e-07  3.20476008e-03  4.85160528e-07 -3.86115672e-01 
 5.61027158e-07  5.61027158e-07  5.61027158e-07  1.00000000e+02  5.61027158e-07  7.23321959e-01  5.61027158e-07  3.70590880e-03  5.61027158e-07 -4.46495037e-01 
 6.46200591e-07  6.46200591e-07  6.46200591e-07  1.00000000e+02  6.46200591e-07  8.33136121e-01  6.46200591e-07  4.26853692e-03  6.46200591e-07 -5.14281556e-01 
 7.46545109e-07  7.46545109e-07  7.46545109e-07  1.00000000e+02  7.46545109e-07  9.62510828e-01  7.46545109e-07  4.93138264e-03  7.46545109e-07 -5.94142486e-01 
 8.60681468e-07  8.60681468e-07  8.60681468e-07  1.00000000e+02  8.60681468e-07  1.10966796e+00  8.60681468e-07  5.68533585e-03  8.60681468e-07 -6.84980223e-01 
 9.93797292e-07  9.93797292e-07  9.93797292e-07  1.00000000e+02  9.93797292e-07  1.28129613e+00  9.93797292e-07  6.56466533e-03  9.93797292e-07 -7.90923534e-01 
 1.14616756e-06  1.14616756e-06  1.14616756e-06  1.00000000e+02  1.14616756e-06  1.47775000e+00  1.14616756e-06  7.57118829e-03  1.14616756e-06 -9.12191360e-01 
 1.32293633e-06  1.32293633e-06  1.32293633e-06  1.00000000e+02  1.32293633e-06  1.70566199e+00  1.32293633e-06  8.73888551e-03  1.32293633e-06 -1.05287777e+00 
 1.52602416e-06  1.52602416e-06  1.52602416e-06  1.00000000e+02  1.52602416e-06  1.96750830e+00  1.52602416e-06  1.00804437e-02  1.52602416e-06 -1.21451129e+00 
 1.76101610e-06  1.76101610e-06  1.76101610e-06  1.00000000e+02  1.76101610e-06  2.27048957e+00  1.76101610e-06  1.16327552e-02  1.76101610e-06 -1.40153677e+00 
 2.03154161e-06  2.03154161e-06  2.03154161e-06  1.00000000e+02  2.03154161e-06  2.61928463e+00  2.03154161e-06  1.34197916e-02  2.03154161e-06 -1.61684236e+00 
 2.34414075e-06  2.34414075e-06  2.34414075e-06  1.00000000e+02  2.34414075e-06  3.02232422e+00  2.34414075e-06  1.54847475e-02  2.34414075e-06 -1.86563223e+00 
 2.70439189e-06  2.70439189e-06  2.70439189e-06  1.00000000e+02  2.70439189e-06  3.48679772e+00  2.70439189e-06  1.78644575e-02  2.70439189e-06 -2.15234427e+00 
 3.12037661e-06  3.12037661e-06  3.12037661e-06  1.00000000e+02  3.12037661e-06  4.02311964e+00  3.12037661e-06  2.06122797e-02  3.12037661e-06 -2.48340719e+00 
 3.60004632e-06  3.60004632e-06  3.60004632e-06  1.00000000e+02  3.60004632e-06  4.64153276e+00  3.60004632e-06  2.37806926e-02  3.60004632e-06 -2.86514368e+00 
 4.15372851e-06  4.15372851e-06  4.15372851e-06  1.00000000e+02  4.15372851e-06  5.35533695e+00  4.15372851e-06  2.74378374e-02  4.15372851e-06 -3.30576355e+00 
 4.79238422e-06  4.79238422e-06  4.79238422e-06  1.00000000e+02  4.79238422e-06  6.17863866e+00  4.79238422e-06  3.16559882e-02  4.79238422e-06 -3.81397448e+00 
 5.52947398e-06  5.52947398e-06  5.52947398e-06  1.00000000e+02  5.52947398e-06  7.12875032e+00  5.52947398e-06  3.65238443e-02  5.52947398e-06 -4.40046316e+00 
 6.37987321e-06  6.37987321e-06  6.37987321e-06  1.00000000e+02  6.37987321e-06  8.22478235e+00  6.37987321e-06  4.21393170e-02  6.37987321e-06 -5.07702614e+00 
 7.36133288e-06  7.36133288e-06  7.36133288e-06  1.00000000e+02  7.36133288e-06  9.48951051e+00  7.36133288e-06  4.86190971e-02  7.36133288e-06 -5.85772254e+00 
