 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-07  1.00000000e-07  1.00000000e-07  3.89917195e-13  1.00000000e-07  1.24628983e-01  1.00000000e-07  6.94247110e-04  1.00000000e-07  1.00000000e+00  1.00000000e-07 -7.77311746e-02 
 1.00839989e-07  1.00839989e-07  1.00839989e-07  3.93247711e-13  1.00839989e-07  1.25675842e-01  1.00839989e-07  7.00078795e-04  1.00839989e-07  1.00000000e+00  1.00839989e-07 -7.83841009e-02 
 1.02519967e-07  1.02519967e-07  1.02519967e-07  4.00043016e-13  1.02519967e-07  1.27769558e-01  1.02519967e-07  7.11742171e-04  1.02519967e-07  1.00000000e+00  1.02519967e-07 -7.96899531e-02 
 1.05879922e-07  1.05879922e-07  1.05879922e-07  4.14291452e-13  1.05879922e-07  1.31956989e-01  1.05879922e-07  7.35068943e-04  1.05879922e-07  1.00000000e+00  1.05879922e-07 -8.23016566e-02 
 1.12599833e-07  1.12599833e-07  1.12599833e-07  4.45622700e-13  1.12599833e-07  1.40331846e-01  1.12599833e-07  7.81722571e-04  1.12599833e-07  1.00000000e+00  1.12599833e-07 -8.75250596e-02 
 1.26039655e-07  1.26039655e-07  1.26039655e-07  5.20637028e-13  1.26039655e-07  1.57081533e-01  1.26039655e-07  8.75030165e-04  1.26039655e-07  1.00000000e+00  1.26039655e-07 -9.79718499e-02 
 1.52919300e-07  1.52919300e-07  1.52919300e-07  7.27699433e-13  1.52919300e-07  1.90580807e-01  1.52919300e-07  1.06164670e-03  1.52919300e-07  1.00000000e+00  1.52919300e-07 -1.18865368e-01 
 2.00853197e-07  2.00853197e-07  2.00853197e-07  1.33144467e-12  2.00853197e-07  2.50319013e-01  2.00853197e-07  1.39444044e-03  2.00853197e-07  1.00000000e+00  2.00853197e-07 -1.56124125e-01 
 2.51057017e-07  2.51057017e-07  2.51057017e-07  2.36168443e-12  2.51057017e-07  3.12885672e-01  2.51057017e-07  1.74299978e-03  2.51057017e-07  1.00000000e+00  2.51057017e-07 -1.95146989e-01 
 3.07550098e-07  3.07550098e-07  3.07550098e-07  4.12521525e-12  3.07550098e-07  3.83289763e-01  3.07550098e-07  2.13523213e-03  3.07550098e-07  1.00000000e+00  3.07550098e-07 -2.39058065e-01 
 3.66051267e-07  3.66051267e-07  3.66051267e-07  6.76676365e-12  3.66051267e-07  4.56195765e-01  3.66051267e-07  2.54141486e-03  3.66051267e-07  1.00000000e+00  3.66051267e-07 -2.84529583e-01 
 4.27539080e-07  4.27539080e-07  4.27539080e-07  1.06048645e-11  4.27539080e-07  5.32823090e-01  4.27539080e-07  2.96834326e-03  4.27539080e-07  1.00000000e+00  4.27539080e-07 -3.32322094e-01 
 4.92522213e-07  4.92522213e-07  4.92522213e-07  1.60415971e-11  4.92522213e-07  6.13805528e-01  4.92522213e-07  3.41955060e-03  4.92522213e-07  1.00000000e+00  4.92522213e-07 -3.82830891e-01 
 5.69830231e-07  5.69830231e-07  5.69830231e-07  2.46601683e-11  5.69830231e-07  7.10146203e-01  5.69830231e-07  3.95634831e-03  5.69830231e-07  1.00000000e+00  5.69830231e-07 -4.42918630e-01 
 6.56050378e-07  6.56050378e-07  6.56050378e-07  3.74518881e-11  6.56050378e-07  8.17591646e-01  6.56050378e-07  4.55504516e-03  6.56050378e-07  1.00000000e+00  6.56050378e-07 -5.09932420e-01 
 7.58141287e-07  7.58141287e-07  7.58141287e-07  5.76115220e-11  7.58141287e-07  9.44812808e-01  7.58141287e-07  5.26396814e-03  7.58141287e-07  1.00000000e+00  7.58141287e-07 -5.89280338e-01 
 8.73860099e-07  8.73860099e-07  8.73860099e-07  8.80377024e-11  8.73860099e-07  1.08901373e+00  8.73860099e-07  6.06755293e-03  8.73860099e-07  1.00000000e+00  8.73860099e-07 -6.79218540e-01 
 1.00918596e-06  1.00918596e-06  1.00918596e-06  1.35411881e-10  1.00918596e-06  1.25764383e+00  1.00918596e-06  7.00733345e-03  1.00918596e-06  1.00000000e+00  1.00918596e-06 -7.84393244e-01 
 1.16379911e-06  1.16379911e-06  1.16379911e-06  2.07481318e-10  1.16379911e-06  1.45030278e+00  1.16379911e-06  8.08110627e-03  1.16379911e-06  1.00000000e+00  1.16379911e-06 -9.04554746e-01 
 1.34342572e-06  1.34342572e-06  1.34342572e-06  3.18951052e-10  1.34342572e-06  1.67412314e+00  1.34342572e-06  9.32866108e-03  1.34342572e-06  1.00000000e+00  1.34342572e-06 -1.04415165e+00 
 1.54959977e-06  1.54959977e-06  1.54959977e-06  4.89285179e-10  1.54959977e-06  1.93101268e+00  1.54959977e-06  1.07606806e-02  1.54959977e-06  1.00000000e+00  1.54959977e-06 -1.20437382e+00 
 1.78834816e-06  1.78834816e-06  1.78834816e-06  7.51860813e-10  1.78834816e-06  2.22847571e+00  1.78834816e-06  1.24190622e-02  1.78834816e-06  1.00000000e+00  1.78834816e-06 -1.38990169e+00 
 2.06306975e-06  2.06306975e-06  2.06306975e-06  1.15407274e-09  2.06306975e-06  2.57073982e+00  2.06306975e-06  1.43274622e-02  2.06306975e-06  1.00000000e+00  2.06306975e-06 -1.60337203e+00 
 2.38066001e-06  2.38066001e-06  2.38066001e-06  1.77303096e-09  2.38066001e-06  2.96638575e+00  2.38066001e-06  1.65338403e-02  2.38066001e-06  1.00000000e+00  2.38066001e-06 -1.85013664e+00 
 2.74659059e-06  2.74659059e-06  2.74659059e-06  2.72238348e-09  2.74659059e-06  3.42221565e+00  2.74659059e-06  1.90762837e-02  2.74659059e-06  1.00000000e+00  2.74659059e-06 -2.13443803e+00 
 3.16925596e-06  3.16925596e-06  3.16925596e-06  4.18204717e-09  3.16925596e-06  3.94866599e+00  3.16925596e-06  2.20132078e-02  3.16925596e-06  1.00000000e+00  3.16925596e-06 -2.46278544e+00 
 3.65660913e-06  3.65660913e-06  3.65660913e-06  6.42246753e-09  3.65660913e-06  4.55561358e+00  3.65660913e-06  2.53999856e-02  3.65660913e-06  1.00000000e+00  3.65660913e-06 -2.84133903e+00 
 4.21928704e-06  4.21928704e-06  4.21928704e-06  9.86574538e-09  4.21928704e-06  5.25626385e+00  4.21928704e-06  2.93106666e-02  4.21928704e-06  1.00000000e+00  4.21928704e-06 -3.27833504e+00 
 4.86836000e-06  4.86836000e-06  4.86836000e-06  1.51530471e-08  4.86836000e-06  6.06434114e+00  4.86836000e-06  3.38223376e-02  4.86836000e-06  1.00000000e+00  4.86836000e-06 -3.78233335e+00 
 5.61763471e-06  5.61763471e-06  5.61763471e-06  2.32777819e-08  5.61763471e-06  6.99694658e+00  5.61763471e-06  3.90311222e-02  5.61763471e-06  1.00000000e+00  5.61763471e-06 -4.36399994e+00 
 6.48221915e-06  6.48221915e-06  6.48221915e-06  3.57575064e-08  6.48221915e-06  8.07275646e+00  6.48221915e-06  4.50421902e-02  6.48221915e-06  1.00000000e+00  6.48221915e-06 -5.03498324e+00 
 7.48029566e-06  7.48029566e-06  7.48029566e-06  5.49349872e-08  7.48029566e-06  9.31420699e+00  7.48029566e-06  5.19820475e-02  7.48029566e-06  1.00000000e+00  7.48029566e-06 -5.80927671e+00 
 8.63230986e-06  8.63230986e-06  8.63230986e-06  8.44007771e-08  8.63230986e-06  1.07464518e+01  8.63230986e-06  5.99928311e-02  8.63230986e-06  1.00000000e+00  8.63230986e-06 -6.70256869e+00 
 9.96243995e-06  9.96243995e-06  9.96243995e-06  1.29689389e-07  9.96243995e-06  1.23991396e+01  9.96243995e-06  6.92424031e-02  9.96243995e-06  1.00000000e+00  9.96243995e-06 -7.73335109e+00 
 1.14983049e-05  1.14983049e-05  1.14983049e-05  1.99301700e-07  1.14983049e-05  1.43059758e+01  1.14983049e-05  7.99221123e-02  1.14983049e-05  1.00000000e+00  1.14983049e-05 -8.92264604e+00 
 1.32723273e-05  1.32723273e-05  1.32723273e-05  3.06338779e-07  1.32723273e-05  1.65063019e+01  1.32723273e-05  9.22559127e-02  1.32723273e-05  1.00000000e+00  1.32723273e-05 -1.02949908e+01 
 1.53219420e-05  1.53219420e-05  1.53219420e-05  4.70963501e-07  1.53219420e-05  1.90451798e+01  1.53219420e-05  1.06501216e-01  1.53219420e-05  1.00000000e+00  1.53219420e-05 -1.18784905e+01 
 1.76910670e-05  1.76910670e-05  1.76910670e-05  7.24281195e-07  1.76910670e-05  2.19749512e+01  1.76910670e-05  1.22958137e-01  1.76910670e-05  1.00000000e+00  1.76910670e-05 -1.37057908e+01 
 2.04309115e-05  2.04309115e-05  2.04309115e-05  1.11428387e-06  2.04309115e-05  2.53558294e+01  2.04309115e-05  1.41973485e-01  2.04309115e-05  1.00000000e+00  2.04309115e-05 -1.58144466e+01 
 2.36018726e-05  2.36018726e-05  2.36018726e-05  1.71519340e-06  2.36018726e-05  2.92576137e+01  2.36018726e-05  1.63951306e-01  2.36018726e-05  1.00000000e+00  2.36018726e-05 -1.82479919e+01 
 2.72752674e-05  2.72752674e-05  2.72752674e-05  2.64197835e-06  2.72752674e-05  3.37608442e+01  2.72752674e-05  1.89360591e-01  2.72752674e-05  1.00000000e+00  2.72752674e-05 -2.10566596e+01 
 3.15362833e-05  3.15362833e-05  3.15362833e-05  4.07331006e-06  3.15362833e-05  3.89588882e+01  3.15362833e-05  2.18748662e-01  3.15362833e-05  1.00000000e+00  3.15362833e-05 -2.42986829e+01 
 3.64875218e-05  3.64875218e-05  3.64875218e-05  6.28787259e-06  3.64875218e-05  4.49598314e+01  3.64875218e-05  2.52754055e-01  3.64875218e-05  1.00000000e+00  3.64875218e-05 -2.80414749e+01 
 4.22545583e-05  4.22545583e-05  4.22545583e-05  9.72279960e-06  4.22545583e-05  5.18893006e+01  4.22545583e-05  2.92125470e-01  4.22545583e-05  1.00000000e+00  4.22545583e-05 -3.23633892e+01 
 4.89938962e-05  4.89938962e-05  4.89938962e-05  1.50688825e-05  4.89938962e-05  5.98935827e+01  4.89938962e-05  3.37743518e-01  4.89938962e-05  1.00000000e+00  4.89938962e-05 -3.73556649e+01 
 5.69059160e-05  5.69059160e-05  5.69059160e-05  2.34297747e-05  5.69059160e-05  6.91441361e+01  5.69059160e-05  3.90651975e-01  5.69059160e-05  1.00000000e+00  5.69059160e-05 -4.31252408e+01 
 6.62564353e-05  6.62564353e-05  6.62564353e-05  3.65969004e-05  6.62564353e-05  7.98437421e+01  6.62564353e-05  4.52100676e-01  6.62564353e-05  1.00000000e+00  6.62564353e-05 -4.97985918e+01 
 7.62564353e-05  7.62564353e-05  7.62564353e-05  5.50728022e-05  7.62564353e-05  9.09692812e+01  7.62564353e-05  5.16284509e-01  7.62564353e-05  1.00000000e+00  7.62564353e-05 -5.67375974e+01 
 8.62564353e-05  8.62564353e-05  8.62564353e-05  7.85236627e-05  8.62564353e-05  1.01725844e+02  8.62564353e-05  5.78621703e-01  8.62564353e-05  1.00000000e+00  8.62564353e-05 -6.34464724e+01 
 9.62564353e-05  9.62564353e-05  9.62564353e-05  1.07325566e-04  9.62564353e-05  1.12073066e+02  9.62564353e-05  6.38850034e-01  9.62564353e-05  1.00000000e+00  9.62564353e-05 -6.99000411e+01 
 1.06256435e-04  1.06256435e-04  1.06256435e-04  1.41777143e-04  1.06256435e-04  1.21972350e+02  1.06256435e-04  6.96714347e-01  1.06256435e-04  1.00000000e+00  1.06256435e-04 -7.60742308e+01 
 1.16256435e-04  1.16256435e-04  1.16256435e-04  1.82090463e-04  1.16256435e-04  1.31386987e+02  1.16256435e-04  7.51967852e-01  1.16256435e-04  1.00000000e+00  1.16256435e-04 -8.19461457e+01 
 1.26256435e-04  1.26256435e-04  1.26256435e-04  2.28386579e-04  1.26256435e-04  1.40282261e+02  1.26256435e-04  8.04373388e-01  1.26256435e-04  1.00000000e+00  1.26256435e-04 -8.74941336e+01 
 1.36256435e-04  1.36256435e-04  1.36256435e-04  2.80693580e-04  1.36256435e-04  1.48625549e+02  1.36256435e-04  8.53704663e-01  1.36256435e-04  1.00000000e+00  1.36256435e-04 -9.26978476e+01 
 1.46256435e-04  1.46256435e-04  1.46256435e-04  3.38946403e-04  1.46256435e-04  1.56386411e+02  1.46256435e-04  8.99747462e-01  1.46256435e-04  1.00000000e+00  1.46256435e-04 -9.75383018e+01 
 1.56256435e-04  1.56256435e-04  1.56256435e-04  4.02988177e-04  1.56256435e-04  1.63536667e+02  1.56256435e-04  9.42300800e-01  1.56256435e-04  1.00000000e+00  1.56256435e-04 -1.01997921e+02 
 1.66256435e-04  1.66256435e-04  1.66256435e-04  4.72460800e-04  1.66256435e-04  1.69853369e+02  1.66256435e-04  9.80000000e-01  1.66256435e-04  1.00000000e+00  1.66256435e-04 -1.05937652e+02 
 1.76256435e-04  1.76256435e-04  1.76256435e-04  5.43720017e-04  1.76256435e-04  1.69853360e+02  1.76256435e-04  9.80000000e-01  1.76256435e-04  1.00000000e+00  1.76256435e-04 -1.05937647e+02 
 1.86256435e-04  1.86256435e-04  1.86256435e-04  6.15550820e-04  1.86256435e-04  1.69853360e+02  1.86256435e-04  9.80000000e-01  1.86256435e-04  1.00000000e+00  1.86256435e-04 -1.05937647e+02 
 1.96256435e-04  1.96256435e-04  1.96256435e-04  6.87548154e-04  1.96256435e-04  1.69853360e+02  1.96256435e-04  9.80000000e-01  1.96256435e-04  1.00000000e+00  1.96256435e-04 -1.05937647e+02 
 2.06256435e-04  2.06256435e-04  2.06256435e-04  7.59576988e-04  2.06256435e-04  1.69853360e+02  2.06256435e-04  9.80000000e-01  2.06256435e-04  1.00000000e+00  2.06256435e-04 -1.05937647e+02 
