 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-08  5.00000000e-08  5.00000000e-08  6.55943132e-02 
 5.04199970e-08  5.04199970e-08  5.04199970e-08  6.61452984e-02 
 5.12599909e-08  5.12599909e-08  5.12599909e-08  6.72472687e-02 
 5.29399788e-08  5.29399788e-08  5.29399788e-08  6.94512087e-02 
 5.62999546e-08  5.62999546e-08  5.62999546e-08  7.38590870e-02 
 6.30199062e-08  6.30199062e-08  6.30199062e-08  8.26748367e-02 
 7.64598095e-08  7.64598095e-08  7.64598095e-08  1.00306308e-01 
 1.03339616e-07  1.03339616e-07  1.03339616e-07  1.35569138e-01 
 1.48070795e-07  1.48070795e-07  1.48070795e-07  1.94250327e-01 
 1.94882183e-07  1.94882183e-07  1.94882183e-07  2.55660013e-01 
 2.46812921e-07  2.46812921e-07  2.46812921e-07  3.23784989e-01 
 3.00232763e-07  3.00232763e-07  3.00232763e-07  3.93862829e-01 
 3.56044354e-07  3.56044354e-07  3.56044354e-07  4.67077574e-01 
 4.14510566e-07  4.14510566e-07  4.14510566e-07  5.43773962e-01 
 4.77211855e-07  4.77211855e-07  4.77211855e-07  6.26025099e-01 
 5.51523151e-07  5.51523151e-07  5.51523151e-07  7.23505006e-01 
 6.34973031e-07  6.34973031e-07  6.34973031e-07  8.32971176e-01 
 7.33458693e-07  7.33458693e-07  7.33458693e-07  9.62158559e-01 
 8.45452244e-07  8.45452244e-07  8.45452244e-07  1.10906191e+00 
 9.76168956e-07  9.76168956e-07  9.76168956e-07  1.28052074e+00 
 1.12576470e-06  1.12576470e-06  1.12576470e-06  1.47673753e+00 
 1.29938297e-06  1.29938297e-06  1.29938297e-06  1.70445605e+00 
 1.49883417e-06  1.49883417e-06  1.49883417e-06  1.96604707e+00 
 1.72967110e-06  1.72967110e-06  1.72967110e-06  2.26878820e+00 
 1.99540947e-06  1.99540947e-06  1.99540947e-06  2.61728298e+00 
 2.30252525e-06  2.30252525e-06  2.30252525e-06  3.02001391e+00 
 2.65647015e-06  2.65647015e-06  2.65647015e-06  3.48411557e+00 
 3.06522802e-06  3.06522802e-06  3.06522802e-06  4.02003612e+00 
 3.53660224e-06  3.53660224e-06  3.53660224e-06  4.63797736e+00 
 4.08078571e-06  4.08078571e-06  4.08078571e-06  5.35125973e+00 
 4.70856239e-06  4.70856239e-06  4.70856239e-06  6.17395796e+00 
 5.43321797e-06  5.43321797e-06  5.43321797e-06  7.12339566e+00 
 6.26941591e-06  6.26941591e-06  6.26941591e-06  8.21865791e+00 
 7.23469022e-06  7.23469022e-06  7.23469022e-06  9.48252541e+00 
 8.34884478e-06  8.34884478e-06  8.34884478e-06  1.09406554e+01 
 9.63521760e-06  9.63521760e-06  9.63521760e-06  1.26231887e+01 
 1.11205248e-05  1.11205248e-05  1.11205248e-05  1.45644722e+01 
 1.28360654e-05  1.28360654e-05  1.28360654e-05  1.68045249e+01 
 1.48180056e-05  1.48180056e-05  1.48180056e-05  1.93892413e+01 
 1.71087130e-05  1.71087130e-05  1.71087130e-05  2.23718785e+01 
 1.97575808e-05  1.97575808e-05  1.97575808e-05  2.58137390e+01 
 2.28227767e-05  2.28227767e-05  2.28227767e-05  2.97858439e+01 
 2.63729091e-05  2.63729091e-05  2.63729091e-05  3.43701596e+01 
 3.04897539e-05  3.04897539e-05  3.04897539e-05  3.96616626e+01 
 3.52715644e-05  3.52715644e-05  3.52715644e-05  4.57702851e+01 
 4.02715644e-05  4.02715644e-05  4.02715644e-05  5.21088495e+01 
 4.52715644e-05  4.52715644e-05  4.52715644e-05  5.83915195e+01 
 5.02715644e-05  5.02715644e-05  5.02715644e-05  6.46122629e+01 
 5.52715644e-05  5.52715644e-05  5.52715644e-05  7.07651270e+01 
 6.02715644e-05  6.02715644e-05  6.02715644e-05  7.68442439e+01 
 6.52715644e-05  6.52715644e-05  6.52715644e-05  8.28438357e+01 
 7.02715644e-05  7.02715644e-05  7.02715644e-05  8.87582192e+01 
 7.52715644e-05  7.52715644e-05  7.52715644e-05  9.45818106e+01 
 8.02715644e-05  8.02715644e-05  8.02715644e-05  1.00309130e+02 
 8.52715644e-05  8.52715644e-05  8.52715644e-05  1.05934806e+02 
